,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
11,prerank,MSigDB_Hallmark_2020__mTORC1 Signaling,0.6073865085410382,1.9415336931613163,0.0,0.0004159839166580502,0.005,76/173,17.91%,PSMC2;PSMC4;TRIB3;ASNS;CTSC;LDHA;PSME3;NFKBIB;LGMN;CDKN1A;PSMD12;SLC1A5;SQSTM1;DDIT4;NUPR1;ABCF2;CALR;SLC9A3R1;SERP1;TPI1;SLA;XBP1;WARS1;PNP;COPS5;PGK1;DDIT3;RRP9;PSMD13;PSMG1;PSMD14;MTHFD2;NFIL3;PFKL;NAMPT;SLC7A11;MAP2K3;PSAT1;IFRD1;ENO1;UNG;EIF2S2;GLA;SLC7A5;GCLC;SLC2A1;NFYC;PSMC6;HSPA5;PSMA3;HSPA9;NMT1;IFI30;IMMT;CACYBP;ALDOA;RPN1;TOMM40;RIT1;TUBA4A;HK2;DAPP1;PNO1;SEC11A;M6PR;GPI;FDXR;SLC37A4;EPRS1;ADIPOR2;PPP1R15A;PHGDH;G6PD;STIP1;PSMA4;PGM1
12,prerank,KEGG_2021_Human__Herpes simplex virus 1 infection,0.5994536202573167,1.9246511128348647,0.0,0.0005338460263778312,0.007,46/191,11.00%,OAS3;IRF7;OAS2;BST2;TAP1;TRADD;BAK1;IRF9;CD74;STAT1;TNFRSF1A;DDX58;STAT2;EIF2AK2;CGAS;HLA-DQA2;IFNGR1;CALR;RELA;PML;TAP2;ZNF773;EIF4EBP1;IFIH1;EIF2S1;EIF2AK1;SOCS3;CASP3;BIRC3;IFNGR2;EIF2B1;IRAK1;CCL2;BAX;TICAM1;MYD88;PPP1CA;B2M;PDIA3;ZNF768;CYCS;FAS;IFNAR2;TLR2;NFKBIA;TLR3
13,prerank,KEGG_2021_Human__Toll-like receptor signaling pathway,0.6542609883113855,1.9129257653838592,0.0,0.0006335755038330304,0.009,30/77,18.80%,IRF7;MAP2K2;STAT1;CXCL10;RELA;CD14;CXCL11;LBP;TLR7;IRAK1;MAP2K3;CCL3L3;TICAM1;MYD88;TLR1;IFNAR2;TLR2;NFKBIA;TLR3;MAP2K1;CCL4L2;IKBKB;LY96;TLR5;SPP1;TLR9;CCL5;IL12A;RIPK1;IRF5
14,prerank,MSigDB_Hallmark_2020__Allograft Rejection,0.6043606309721841,1.9129010621771692,0.0,0.0005883201107020996,0.009,52/160,11.95%,C2;IRF7;IRF8;EIF3D;TIMP1;TAP1;ELANE;CCND3;CTSS;LY86;BCL3;AARS1;CD74;STAT1;GBP2;CCL19;NCF4;DYRK3;PTPN6;CCL22;CCL7;GPR65;IFNGR1;TAP2;WARS1;CSF1;CCR5;SPI1;IFNGR2;HCLS1;RARS1;CD8A;CCL2;SRGN;FGR;SOCS1;DEGS1;CCR1;B2M;TLR1;TGFB1;FAS;FCGR2B;IFNAR2;MMP9;TLR2;INHBA;IL4R;TLR3;ICAM1;IGSF6;TRAF2
15,prerank,KEGG_2021_Human__Prion disease,0.5823858126455999,1.8789451660047614,0.0,0.0009151646166477106,0.015,65/195,19.37%,PSMC2;PSMC4;CSNK2B;PSMD2;C1QA;PSMD3;ADRM1;VDAC3;PSMD8;PSMC1;PSMC3;SDHC;NCF4;PSMB3;PSMA6;PSMD12;PSMD6;PSMB6;CREB3;PSMA7;CYC1;PSMA1;UQCRC1;PSMA5;C1QC;C1QB;PSMB1;DDIT3;NCF2;EIF2S1;CASP3;PSMD13;PSMD7;PSMD14;NDUFS4;PSMD4;SDHB;BAX;PSMD11;NDUFS3;PRKCD;CYCS;PSMB2;PSMC6;HSPA5;PSMA3;VDAC2;PSMA2;UQCRHL;TUBA4A;NDUFA7;TUBA1C;RYR1;KLC2;CYBA;ATF6B;CCL5;STIP1;PSMA4;SLC25A5;NDUFS8;PSMC5;MCU;SOD1;CASP9
16,prerank,MSigDB_Hallmark_2020__Complement,0.5927598768925358,1.863416839049565,0.0,0.0013727469249715657,0.022,60/145,20.17%,C2;IRF7;PSMB9;TIMP1;C1QA;MMP12;CTSS;XPNPEP1;RHOG;CTSB;CTSC;LGMN;PPP4C;CFB;MSRB1;PLAUR;CASP1;C1QC;GNB2;LAP3;CASP3;STX4;SIRT6;SERPINE1;PRKCD;C1S;PSEN1;MAFF;CTSL;LAMP2;CD59;CSRP1;HSPA5;CEBPB;CDA;EHD1;IRF1;GNAI2;KCNIP2;SERPING1;GCA;F3;USP15;PIK3R5;FDX1;RCE1;S100A9;JAK2;CCL5;CTSH;MMP14;GNAI3;LTA4H;LGALS3;PLA2G4A;SH2B3;CASP9;CLU;LYN;SRC
17,prerank,KEGG_2021_Human__Parkinson disease,0.5836283764068244,1.8585378898964544,0.0,0.0013996635313435573,0.024,56/184,14.73%,PSMC2;PSMC4;UBE2L6;UBA7;PSMD2;PSMD3;ADRM1;VDAC3;PSMD8;PSMC1;PSMC3;SDHC;PSMB3;PSMA6;PSMD12;PSMD6;PSMB6;PSMA7;CYC1;PSMA1;UQCRC1;PSMA5;XBP1;PSMB1;DDIT3;EIF2S1;CASP3;PSMD13;TXN2;PSMD7;PSMD14;NDUFS4;PSMD4;SDHB;BAX;PSMD11;UBE2G2;UBB;UBC;DUSP1;NDUFS3;UBE2J1;CYCS;UBE2L3;PSMB2;PSMC6;HSPA5;PSMA3;VDAC2;PSMA2;UQCRHL;TUBA4A;NDUFA7;TUBA1C;GNAI2;UBE2J2
18,prerank,MSigDB_Hallmark_2020__Inflammatory Response,0.5880203445673675,1.8536643112715787,0.0,0.0013727469249715661,0.025,69/165,18.88%,IRF7;RTP4;BST2;TIMP1;ADRM1;NMI;RHOG;CSF3R;EIF2AK2;CDKN1A;CXCL10;CCRL2;CMKLR1;GCH1;CCL22;CCL7;PLAUR;RELA;ADM;P2RY2;CD14;CXCL11;PTAFR;IL10RA;CSF1;IFNGR2;PTGER2;MSR1;ADORA2B;CCL2;NAMPT;RGS1;MXD1;SERPINE1;PTPRE;SELENOS;TLR1;PSEN1;TNFAIP6;IL15RA;LY6E;TLR2;P2RX4;INHBA;NFKBIA;OSM;IL4R;TLR3;FPR1;CLEC5A;SLC31A2;ICAM1;NOD2;SLC28A2;IRF1;RIPK2;F3;ABCA1;PIK3R5;CCL24;SPHK1;CCL5;BEST1;MMP14;KLF6;GNAI3;IL10;TNFSF10;HIF1A
19,prerank,KEGG_2021_Human__RIG-I-like receptor signaling pathway,0.6718271704961648,1.828296293922308,0.0,0.001830329233295421,0.035,15/48,14.43%,IRF7;ISG15;TRADD;DHX58;DDX58;NFKBIB;CXCL10;RELA;IFIH1;TKFC;NFKBIA;TRIM25;TRAF2;IKBKB;RNF125
20,prerank,KEGG_2021_Human__Spinocerebellar ataxia,0.5998161123168122,1.8249477875524671,0.0,0.0018760874641278065,0.038,34/101,12.31%,PSMC2;PSMC4;PSMD2;PSMD3;ADRM1;VDAC3;PSMD8;PSMC1;PSMC3;TBPL1;PSMB3;PSMA6;PSMD12;PSMD6;PSMB6;PSMA7;PSMA1;PSMA5;XBP1;PSMB1;PSMD13;PSMD7;PSMD14;PSMD4;PSMD11;CYCS;PSMB2;PSMC6;PSMA3;VDAC2;KAT5;BECN1;TRAF2;PSMA2
21,prerank,KEGG_2021_Human__Antigen processing and presentation,0.6772221263744101,1.822360543381361,0.0,0.0017867499658360062,0.038,18/39,12.09%,TAP1;CTSS;PSME2;CTSB;CD74;PSME3;LGMN;HLA-DQA2;CALR;TAP2;PSME1;CD8A;B2M;PDIA3;NFYC;CTSL;HSPA5;IFI30
22,prerank,MSigDB_Hallmark_2020__TNF-alpha Signaling via NF-kB,0.5658329208277354,1.8048630672931876,0.0,0.0023711083249508863,0.05,73/181,19.13%,IFIT2;TAP1;BCL3;CEBPD;DDX58;CDKN1A;CXCL10;CCRL2;GCH1;SQSTM1;PLAUR;RELA;SLC2A6;CXCL11;CSF1;IFIH1;SOCS3;BIRC3;IFNGR2;NFIL3;CCL2;NAMPT;MAP2K3;LITAF;MCL1;MXD1;PTGS2;SERPINE1;PTPRE;DUSP1;TNFAIP6;IL15RA;TRIB1;MAFF;TLR2;ATF3;TRAF1;CCN1;INHBA;NFKBIA;BTG3;CEBPB;ICAM1;PER1;CXCL3;PLK2;SOD2;EHD1;SDC4;ACKR3;YRDC;IRF1;RIPK2;CLCF1;F3;ABCA1;FUT4;PLAU;FJX1;PPP1R15A;IER3;CFLAR;PFKFB3;SPHK1;TNFAIP2;TNC;CCL5;ETS2;KLF6;ZC3H12A;STAT5A;NFKB2;TRIP10
23,prerank,KEGG_2021_Human__Amyotrophic lateral sclerosis,0.5450505306153391,1.7827559892513212,0.0,0.003262760807178794,0.071,68/261,15.75%,PSMC2;PSMC4;PSMD2;PSMD3;ADRM1;PSMD8;PSMC1;PSMC3;RAB8A;TNFRSF1A;SDHC;PSMB3;PSMA6;GABARAP;PSMD12;PSMD6;PSMB6;SQSTM1;PSMA7;CYC1;PSMA1;UQCRC1;CASP1;PSMA5;XBP1;PSMB1;DDIT3;ACTG1;EIF2S1;DCTN5;CASP3;DERL1;PSMD13;NXT1;PSMD7;PSMD14;NDUFS4;PSMD4;SDHB;BAX;MAP2K3;PSMD11;GABARAPL1;SEC13;GPX1;NDUFS3;CYCS;PSMB2;PSMC6;HSPA5;PSMA3;ANXA7;BECN1;TRAF2;ACTR1A;PSMA2;ALYREF;ANXA11;TOMM40;UQCRHL;TUBA4A;NDUFA7;NOS2;TUBA1C;DCTN6;KLC2;ATG101;RAB5A
25,prerank,KEGG_2021_Human__Cytosolic DNA-sensing pathway,0.6473064041629802,1.7665251090454828,0.0013175230566534915,0.004156372633941686,0.094,12/45,7.25%,IRF7;ADAR;ZBP1;POLR3C;DDX58;NFKBIB;CGAS;CXCL10;RELA;CASP1;POLR2E;RIPK3
26,prerank,KEGG_2021_Human__Coronavirus disease,0.5532115615019031,1.757719598716581,0.0,0.004905282345231728,0.117,33/166,11.00%,OAS3;C2;ISG15;OAS2;C1QA;IRF9;ADAR;STAT1;MX1;TNFRSF1A;DDX58;STAT2;NFKBIB;EIF2AK2;CGAS;CXCL10;CFB;RELA;CASP1;C1QC;C1QB;IFIH1;TLR7;IRAK1;RPS27L;CCL2;MYD88;C1S;C4B;IFNAR2;TLR2;NFKBIA;TLR3
27,prerank,KEGG_2021_Human__Pertussis,0.59847695161841,1.7132691190320744,0.0024783147459727386,0.009574029835699126,0.215,24/66,19.24%,C2;IRF8;C1QA;CFL1;RELA;CASP1;CD14;C1QC;C1QB;CASP3;IRAK1;TICAM1;MYD88;C1S;C4B;NOS2;IRF1;GNAI2;SERPING1;LY96;GNAI3;IL12A;IL10;CFL2
28,prerank,KEGG_2021_Human__Apoptosis,0.549676329519152,1.7068108926584815,0.0,0.010100705768926584,0.235,41/115,20.33%,MAP2K2;TRADD;CTSS;BAK1;CTSB;CTSC;TNFRSF1A;RELA;DDIT3;ACTG1;DIABLO;EIF2S1;CASP3;BIRC3;BAX;MCL1;CYCS;FAS;TRAF1;CTSL;NFKBIA;BECN1;TRAF2;MAP2K1;BBC3;TUBA4A;IKBKB;TUBA1C;CTSZ;GADD45G;CFLAR;FASLG;CTSH;TNFSF10;RIPK1;NTRK1;CASP9;CSF2RB;MAP3K14;DAXX;PMAIP1
29,prerank,MSigDB_Hallmark_2020__Reactive Oxygen Species Pathway,0.6292122093126031,1.7009555442148603,0.0013089005235602095,0.010818553146799722,0.255,20/43,20.29%,HMOX2;PTPA;EGLN2;MGST1;FES;PRDX6;STK25;SBNO2;GCLM;SELENOS;GCLC;SRXN1;SOD2;CDKN2D;NQO1;FTL;G6PD;LSP1;SOD1;HHEX
31,prerank,KEGG_2021_Human__Chagas disease,0.5666642990739648,1.695535426839624,0.0,0.011139762402642823,0.266,32/84,18.65%,C1QA;TNFRSF1A;IFNGR1;CALR;RELA;C1QC;C1QB;PPP2R1A;IFNGR2;IRAK1;PPP2CA;CCL2;CCL3L3;TICAM1;MYD88;SERPINE1;TGFB1;FAS;TLR2;NFKBIA;IKBKB;NOS2;GNAI2;PPP2R2D;TLR9;PPP2R2A;CFLAR;FASLG;CCL5;GNAI3;IL12A;IL10
32,prerank,MSigDB_Hallmark_2020__Myc Targets V2,0.6028826642578595,1.6954767546084724,0.0012919896640826874,0.010798942476442986,0.266,33/55,31.23%,TBRG4;WDR74;RRP9;NOC4L;GRWD1;UNG;IMP4;FARSA;RCL1;MAP3K6;AIMP2;PA2G4;PES1;HK2;BYSL;SRM;PPRC1;HSPD1;NOP2;PUS1;MRTO4;NOLC1;MPHOSPH10;HSPE1;NOP56;GNL3;NOP16;TMEM97;LAS1L;RRP12;MYBBP1A;MYC;CDK4
33,prerank,KEGG_2021_Human__Pathways of neurodegeneration,0.5084481424872658,1.6889633111875908,0.0,0.011779054259433435,0.295,80/328,15.33%,MAP2K2;PSMC2;PSMC4;UBE2L6;UBA7;CSNK2B;PSMD2;PSMD3;ADRM1;VDAC3;PSMD8;PSMC1;BAK1;PSMC3;RAB8A;TNFRSF1A;SDHC;PSMB3;PSMA6;GABARAP;PSMD12;PSMD6;PSMB6;SQSTM1;PSMA7;CYC1;PSMA1;RELA;UQCRC1;PSMA5;XBP1;CSF1;PSMB1;DDIT3;EIF2S1;DCTN5;CASP3;DERL1;PSMD13;PSMD7;PSMD14;NDUFS4;PSMD4;SDHB;BAX;MAP2K3;PSMD11;UBE2G2;UBB;GABARAPL1;PTGS2;UBC;GPX1;NDUFS3;UBE2J1;CYCS;PSEN1;FAS;UBE2L3;PSMB2;PSMC6;HSPA5;PSMA3;VDAC2;BECN1;TRAF2;ACTR1A;PSMA2;MAP2K1;TOMM40;UQCRHL;TUBA4A;NDUFA7;NOS2;TUBA1C;DCTN6;RYR1;UBE2J2;KLC2;ATG101
34,prerank,KEGG_2021_Human__TNF signaling pathway,0.5607257539085192,1.6823620476815673,0.0,0.012755106844527466,0.314,34/93,18.72%,TRADD;BCL3;TNFRSF1A;CXCL10;CREB3;RELA;CSF1;SOCS3;CASP3;BIRC3;CCL2;MAP2K3;RIPK3;PTGS2;FAS;MMP9;TRAF1;NFKBIA;CEBPB;ICAM1;MLKL;CXCL3;TRAF2;MAP2K1;NOD2;IKBKB;IRF1;PGAM5;ATF6B;CFLAR;CCL5;TRAF5;MMP14;RIPK1
35,prerank,KEGG_2021_Human__Toxoplasmosis,0.5622491820060773,1.6766848285979328,0.0,0.013477878899720828,0.336,32/88,20.08%,STAT1;TNFRSF1A;NFKBIB;HLA-DQA2;IFNGR1;RELA;IL10RA;CCR5;CASP3;BIRC3;IFNGR2;IRAK1;MAP2K3;MYD88;SOCS1;CYCS;TGFB1;IL10RB;TLR2;NFKBIA;IRGM;IKBKB;NOS2;GNAI2;LY96;PIK3R5;JAK2;GNAI3;IL12A;IL10;CASP9;HLA-DRA
36,prerank,KEGG_2021_Human__Huntington disease,0.5147762959269759,1.676427507912338,0.0,0.013108387303159854,0.336,57/219,15.33%,PSMC2;PSMC4;PSMD2;PSMD3;ADRM1;VDAC3;PSMD8;PSMC1;PSMC3;SDHC;TBPL1;PSMB3;PSMA6;PSMD12;PSMD6;PSMB6;CLTA;CREB3;PSMA7;CYC1;PSMA1;UQCRC1;PSMA5;PSMB1;DCTN5;CASP3;PSMD13;PSMD7;PSMD14;NDUFS4;PSMD4;SDHB;BAX;POLR2E;PSMD11;GPX1;NDUFS3;CYCS;PSMB2;PSMC6;AP2S1;PSMA3;VDAC2;BECN1;TRAF2;SOD2;ACTR1A;PSMA2;BBC3;UQCRHL;TUBA4A;NDUFA7;CLTB;TUBA1C;DCTN6;KLC2;ATG101
37,prerank,KEGG_2021_Human__NF-kappa B signaling pathway,0.5586483282219852,1.6756124648582191,0.0,0.012760009512116649,0.337,35/86,19.95%,CSNK2B;TRADD;LTBR;CCL19;TNFRSF1A;DDX58;RELA;UBE2I;CD14;LBP;BIRC3;IRAK1;TICAM1;BTK;MYD88;PTGS2;TRAF1;NFKBIA;TRIM25;ICAM1;CXCL3;TRAF2;CCL4L2;IKBKB;LY96;GADD45G;PLAU;CFLAR;TRAF5;RIPK1;NFKB2;CCL13;SYK;LYN;MAP3K14
38,prerank,KEGG_2021_Human__HIF-1 signaling pathway,0.5659278039196062,1.6662581451021967,0.0011890606420927466,0.014540948908958068,0.383,26/79,14.10%,MAP2K2;TIMP1;LTBR;LDHA;EGLN2;CDKN1A;IFNGR1;HMOX1;RELA;EIF4EBP1;PGK1;IFNGR2;PFKL;ENO1;SERPINE1;SLC2A1;MKNK1;ELOC;LDHC;EIF4E;PDHB;EIF4E2;ALDOA;MAP2K1;HK2;NOS2
39,prerank,KEGG_2021_Human__Staphylococcus aureus infection,0.6224857577729782,1.6650824822689685,0.001364256480218281,0.014345823720423572,0.387,20/39,20.08%,C2;C1QA;DEFA5;SELPLG;CFB;HLA-DQA2;C1QC;PTAFR;C1QB;C1S;FCGR2B;C4B;FPR1;ICAM1;FCAR;CAMP;FPR2;IL10;C3AR1;HLA-DRA
40,prerank,KEGG_2021_Human__Lysosome,0.5508127053945375,1.6638662107884785,0.0,0.014209134837424978,0.392,43/109,19.77%,CTSS;CTSB;CTSC;LGMN;CLTA;SMPD1;PSAP;FUCA2;GNPTG;GALC;GUSB;AP1S1;TCIRG1;CLN3;ACP5;LITAF;SLC11A1;ATP6V0D1;MCOLN1;GNS;GLA;NAGLU;PPT1;CTSL;LAMP2;HYAL2;LAMP1;CLTB;CTSE;M6PR;GGA1;CTSZ;NEU1;GM2A;CLN5;CTSH;ATP6V0B;CD63;ACP2;ATP6AP1;AP3S1;LAPTM4A;GBA
41,prerank,KEGG_2021_Human__Necroptosis,0.5419347144085332,1.646698190487527,0.0,0.01673108645307225,0.449,43/102,19.22%,TRADD;VDAC3;IRF9;ZBP1;STAT1;TNFRSF1A;STAT2;EIF2AK2;SQSTM1;IFNGR1;CASP1;SMPD1;RBCK1;BIRC3;IFNGR2;RNF31;BAX;TICAM1;MACROH2A1;RIPK3;PYGL;GLUD2;FAS;IFNAR2;TLR3;VDAC2;MLKL;TRAF2;PGAM5;FTH1;CHMP7;FTL;CFLAR;FASLG;JAK2;RNF103-CHMP3;SLC25A5;TRAF5;TNFSF10;JAK3;RIPK1;STAT5A;PLA2G4A
44,prerank,KEGG_2021_Human__Alzheimer disease,0.5026828984138716,1.6426237631005565,0.0,0.01720509479297696,0.466,60/261,14.23%,MAP2K2;PSMC2;PSMC4;CSNK2B;PSMD2;PSMD3;ADRM1;VDAC3;PSMD8;PSMC1;PSMC3;TNFRSF1A;SDHC;PSMB3;EIF2AK2;PSMA6;PSMD12;PSMD6;PSMB6;PSMA7;CYC1;PSMA1;RELA;UQCRC1;PSMA5;XBP1;CSF1;PSMB1;DDIT3;EIF2S1;CASP3;PSMD13;PSMD7;PSMD14;NDUFS4;PSMD4;SDHB;PSMD11;APH1B;APH1A;PTGS2;NDUFS3;CYCS;PSEN1;FAS;PSMB2;PSMC6;PSMA3;VDAC2;BECN1;TRAF2;PSMA2;MAP2K1;UQCRHL;TUBA4A;PSENEN;NDUFA7;IKBKB;NOS2;TUBA1C
45,prerank,MSigDB_Hallmark_2020__Glycolysis,0.5248741419396074,1.6407409651890223,0.0,0.017164916834197304,0.471,58/147,25.26%,PSMC4;TGFBI;LDHA;ISG20;SDHC;DDIT4;AKR1A1;B4GALT7;GNPDA1;GMPPB;TPI1;RBCK1;GUSB;PGK1;HAX1;PKM;MDH2;ADORA2B;RARS1;SLC16A3;ENO1;PYGL;ANGPTL4;TALDO1;GCLC;SAP30;PGM2;LDHC;HSPA5;UGP2;ALDOA;PMM2;GALK2;CHPF2;HK2;P4HA2;SLC25A13;SLC37A4;IER3;G6PD;DLD;GMPPA;NOL3;SOD1;GALE;GPC4;NT5E;ARPP19;HDLBP;GLRX;IL13RA1;FBP2;CLN6;P4HA1;CHST12;IDH1;TSTA3;SLC25A10
46,prerank,KEGG_2021_Human__Protein processing in endoplasmic reticulum,0.5306917313777604,1.640044158841292,0.0,0.01697412467544206,0.475,48/133,17.24%,DDOST;RAD23A;BAK1;PREB;FBXO6;DNAJB11;EIF2AK2;DNAJB12;CALR;PDIA6;XBP1;DDIT3;UBXN1;EIF2S1;EIF2AK1;EDEM2;DERL1;BAG1;NSFL1C;BAX;UBE2G2;DERL2;UFD1;SEC23B;SEC13;SELENOS;PDIA3;UBE2J1;ERP29;SSR2;RRBP1;DNAJC3;HSPA5;OS9;SAR1B;TRAF2;RPN1;UBE2D1;SAR1A;TXNDC5;UBE2J2;RNF185;NPLOC4;HERPUD1;PPP1R15A;ATF6B;AMFR;BCAP31
