,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
21,prerank,KEGG_2021_Human__JAK-STAT signaling pathway,0.6483940112645127,1.6257773523947885,0.003416856492027335,0.03429045958586042,0.311,21/47,19.20%,CDKN1A;IRF9;STAT2;CSF2RA;PTPN6;CISH;CCND3;IFNAR2;IFNGR1;SOCS1;IL4R;IL10RB;STAT1;CSF3R;IL15RA;IL13RA1;SOCS3;MCL1;IFNGR2;SOCS2;OSM
22,prerank,KEGG_2021_Human__Epithelial cell signaling in Helicobacter pylori infection,0.6781639704860464,1.6252943864925429,0.002380952380952381,0.03196009816397019,0.313,20/32,25.88%,ATP6V1F;ATP6V1G1;MAPK13;CXCL3;TCIRG1;CASP3;ATP6V1B2;HBEGF;RELA;ATP6V0E1;CXCR2;ATP6V0B;ATP6V1C1;NFKBIA;CDC42;LYN;ATP6V0D1;ATP6V1A;CCL5;ADAM17
23,prerank,MSigDB_Hallmark_2020__Apoptosis,0.6101273151502138,1.615815118859661,0.0,0.034854501978661225,0.358,30/75,13.95%,CD14;ISG20;CDKN1A;TAP1;SQSTM1;TSPO;LGALS3;HMOX1;FAS;DDIT3;IFNGR1;GCH1;SOD2;TIMP1;GSN;DNAJC3;BIRC3;TNFSF10;CASP3;ATF3;BAX;DAP;CASP1;IRF1;RELA;BNIP3L;CFLAR;VDAC2;PPT1;BID
24,prerank,KEGG_2021_Human__Herpes simplex virus 1 infection,0.5915912816661828,1.6071677175333023,0.0,0.03744838600773886,0.395,36/96,18.47%,BST2;IRF7;IRF9;TAP1;DDX58;STAT2;TAP2;OAS3;IFIH1;FAS;IFNAR2;EIF2AK2;BAK1;CGAS;IFNGR1;TNFRSF1A;PML;BIRC3;CASP3;STAT1;B2M;BAX;TLR2;CCL2;RHEB;RELA;SYK;TRAF5;BID;SOCS3;MYD88;NFKBIA;TRAF2;CYCS;IFNGR2;STING1
26,prerank,KEGG_2021_Human__Proteasome,0.6532531561953191,1.5966686332993096,0.0035335689045936395,0.04175240865297218,0.448,9/40,10.10%,PSMB9;PSMB8;PSME2;PSMA5;PSME1;POMP;PSMD8;PSMA1;PSMB3
27,prerank,MSigDB_Hallmark_2020__TNF-alpha Signaling via NF-kB,0.583517048523388,1.5961411339784797,0.0,0.03963711143428467,0.451,70/122,25.07%,CSF1;IFIT2;INHBA;CDKN1A;TAP1;DDX58;CD80;SQSTM1;CCRL2;PLAUR;IFIH1;SLC2A6;NAMPT;EGR2;ETS2;CXCL3;CEBPB;PTPRE;PNRC1;GCH1;SOD2;NFIL3;CXCL10;BIRC3;ATF3;ICAM1;CEBPD;TLR2;CCL2;HBEGF;SDC4;TNFAIP6;TNFAIP2;BCL2A1;MXD1;LITAF;IRF1;IL15RA;RELA;CFLAR;PER1;RIPK2;ABCA1;SOCS3;BCL3;EHD1;MCL1;NFKBIA;CXCL11;TGIF1;IFNGR2;RELB;MAP2K3;EIF1;IER3;TRIB1;KLF6;PLEK;MAFF;CLCF1;ZC3H12A;TNFAIP3;CD69;CD44;PDE4B;MAP3K8;TNFAIP8;ATP2B1;PTGS2;CCL5
28,prerank,KEGG_2021_Human__Toll-like receptor signaling pathway,0.6220420135604873,1.5906309511608003,0.003386004514672686,0.04014296865810494,0.471,19/54,17.34%,IRF7;CD14;CD80;MAPK13;IFNAR2;LBP;SPP1;CCL3L3;CXCL10;CCL4L2;STAT1;TLR2;TIRAP;RELA;TLR4;MYD88;RIPK1;NFKBIA;CXCL11
30,prerank,KEGG_2021_Human__Necroptosis,0.6076900621833251,1.5858361928603182,0.0032822757111597373,0.040416893898079134,0.49,29/62,18.16%,IRF9;FTH1;SQSTM1;STAT2;ZBP1;FAS;IFNAR2;EIF2AK2;IFNGR1;TNFRSF1A;FTL;BIRC3;TNFSF10;STAT1;BAX;CASP1;TRAF5;CHMP5;CFLAR;VDAC2;TLR4;CHMP2A;BID;SMPD1;RBCK1;RIPK1;RNF103-CHMP3;TRAF2;IFNGR2
31,prerank,KEGG_2021_Human__NF-kappa B signaling pathway,0.6196218404749145,1.571861363157507,0.0011337868480725624,0.04732106124245353,0.553,24/52,18.55%,CD14;DDX58;LBP;CXCL3;CSNK2B;TNFRSF1A;BIRC3;CCL4L2;ICAM1;TIRAP;UBE2I;LTBR;BCL2A1;RELA;SYK;TRAF5;CFLAR;TLR4;MYD88;BTK;RIPK1;NFKBIA;TRAF2;RELB
6,prerank,KEGG_2021_Human__Aldosterone synthesis and secretion,-0.6485688035585884,-1.818716484626503,0.0,0.04240282685512367,0.062,8/20,8.56%,PRKACB;LDLR;GNAS;NR4A2;PLCB2;CALM3;ADCY7;CALM2
5,prerank,KEGG_2021_Human__Melanogenesis,-0.6305779061390471,-1.8435101687591977,0.0,0.04161758932076953,0.049,7/22,8.56%,PRKACB;TCF7;GNAS;PLCB2;CALM3;ADCY7;CALM2
3,prerank,KEGG_2021_Human__Amphetamine addiction,-0.7075421355560705,-1.936821945825691,0.0,0.025912838633686687,0.021,7/19,11.22%,PRKACB;FOSB;GNAS;PPP3CB;CALM3;CALM2;FOS
0,prerank,KEGG_2021_Human__Ribosome,-0.7846952418832418,-2.8654347188050395,0.0,0.0,0.0,60/101,12.95%,RPL22L1;RPS6;RPL12;RPL31;RPL35;RPL3;RPS26;RPL35A;RPL4;RPS11;RPL10A;RPS29;RPS8;RPS19;RPL10;RPS15;MRPS15;RPLP1;RPL26;RPL23A;RPS21;RPS4Y2;RPL23;RPS20;RPLP2;RPL7;RPL34;RPS17;RPS16;RPS18;RPS23;RPL18;RPS3A;RPL8;RPL18A;RPL13;RPLP0;RPL6;RPS27A;RPS7;RPL15;RPL28;RPL21;RPS25;RPS28;RPS5;RPL29;RPL11;RPL9;RPL27A;RPS15A;RPS24;MRPL34;RPL36;RPS3;RPL14;RPL30;MRPS21;RPL32;MRPL18
